,hadron,Q2,x,y,z,phT,Siv,tot_err,1D_dependence
68,pi+,2.53,0.106,0.49,0.35,0.211,0.02392707715873739,0.007783315,phT
69,pi+,2.486,0.1,0.519,0.355,0.29,0.03605572966027024,0.007333485,phT
70,pi+,2.415,0.093,0.549,0.355,0.37,0.05206015039026684,0.007495332,phT
71,pi+,2.342,0.086,0.58,0.36,0.488,0.06846075544993732,0.007516648,phT
72,pi+,2.303,0.08,0.616,0.388,0.669,0.05918856095704115,0.012140016,phT
73,pi+,2.262,0.073,0.658,0.453,0.954,0.058167976456094145,0.020529978,phT
74,pi+,2.56,0.11,0.46,0.341,0.11,-0.004817888141191033,0.006911584,phT
75,pi+,2.56,0.108,0.489,0.35,0.211,0.02570723065519452,0.00741485,phT
76,pi+,2.52,0.103,0.514,0.354,0.28,0.023244466601014473,0.008372574,phT
77,pi+,2.46,0.097,0.54,0.355,0.345,0.044462057135202154,0.009291394,phT
78,pi+,2.46,0.097,0.54,0.355,0.345,0.043465893712358344,0.009291394,phT
79,pi+,2.39,0.09,0.57,0.356,0.446,0.06862742622359663,0.009700515,phT
80,pi+,2.34,0.084,0.601,0.373,0.594,0.05021160312810695,0.012816006,phT
81,pi+,2.3,0.076,0.642,0.429,0.849,0.05451131596535865,0.010870603,phT
82,pi+,3.18,0.043,0.29,0.35,0.1547,-0.00567104830543436,0.0104,phT
83,pi+,3.14,0.042,0.29,0.35,0.2519,-0.009439450384374598,0.0087,phT
84,pi+,3.14,0.041,0.3,0.35,0.3496,-0.012106328845362025,0.0084,phT
85,pi+,3.23,0.041,0.31,0.35,0.4482,0.0016195023758903636,0.0089,phT
86,pi+,3.29,0.041,0.32,0.36,0.5475,-0.0028127747110693246,0.0102,phT
87,pi+,3.36,0.04,0.33,0.37,0.6681,-0.0015446966735865502,0.0102,phT
88,pi+,3.46,0.04,0.34,0.39,0.817,-0.0049502887413848985,0.0138,phT
89,pi+,3.61,0.039,0.36,0.41,1.042,-0.021400078498702783,0.0151,phT
90,pi+,4.08,0.038,0.43,0.43,1.549,0.008030141416739876,0.0327,phT
91,pi+,3.57,0.052,0.28,0.346,0.15,0.009133584189861155,0.0072,phT
92,pi+,3.52,0.051,0.28,0.344,0.25,0.014777718799559397,0.006,phT
93,pi+,3.48,0.0497,0.29,0.344,0.35,2.485693608770493e-05,0.0056,phT
94,pi+,3.55,0.0495,0.3,0.344,0.45,0.02357066623012547,0.0059,phT
95,pi+,3.62,0.0493,0.3,0.35,0.55,0.027620817734021152,0.0066,phT
96,pi+,3.71,0.0489,0.31,0.363,0.67,0.024184875167060492,0.0066,phT
97,pi+,3.84,0.0487,0.32,0.382,0.82,0.03885568514343919,0.0087,phT
98,pi+,4.06,0.0486,0.34,0.404,1.04,0.028350070798806352,0.0091,phT
99,pi+,4.77,0.0492,0.39,0.415,1.56,0.03386056631761096,0.0186,phT
100,pi0,2.361,0.072,0.671,0.236,0.39,0.021465125412757406,0.02556345,z
101,pi0,2.414,0.081,0.623,0.304,0.42,0.05360408197172573,0.019649936,z
102,pi0,2.447,0.087,0.587,0.374,0.446,0.018004220236816505,0.019405412,z
103,pi0,2.486,0.093,0.558,0.448,0.464,0.06463382867713391,0.019577794,z
104,pi0,2.531,0.098,0.531,0.523,0.472,0.044106198283286074,0.023482973,z
105,pi0,2.552,0.102,0.511,0.593,0.488,0.033606244579480624,0.026705243,z
106,pi0,2.583,0.106,0.495,0.663,0.495,0.07660098088586616,0.0314,z
107,pi0,2.45,0.078,0.648,0.229,0.337,0.07139766372072866,0.034340646,z
108,pi0,2.49,0.085,0.609,0.289,0.372,-0.004414098734606121,0.031331294,z
109,pi0,2.52,0.09,0.581,0.348,0.401,0.05335679697260874,0.030972569,z
110,pi0,2.53,0.095,0.558,0.413,0.427,0.0376670156492651,0.030304125,z
111,pi0,2.55,0.099,0.537,0.483,0.45,0.009912405571492512,0.031590505,z
112,pi0,2.55,0.099,0.537,0.483,0.45,0.13717328421900593,0.031590505,z
113,pi0,2.57,0.102,0.517,0.557,0.469,0.08211243442395659,0.032557641,z
114,pi0,2.59,0.106,0.496,0.645,0.483,0.07045768175868705,0.03246244,z
115,pi0,2.61,0.112,0.472,0.728,0.494,0.07949533894882382,0.043488504,z
116,pi0,2.66,0.116,0.457,0.796,0.488,0.18578461132093238,0.043887698,z
117,pi0,2.56,0.121,0.418,0.908,0.478,0.09503465345381508,0.049152213,z
118,pi0,1.293,0.035,0.717,0.351,0.54,0.029163015980312526,0.037302145,x
119,pi0,1.712,0.055,0.599,0.386,0.451,-0.08511655647190694,0.030805844,x
120,pi0,2.184,0.076,0.557,0.406,0.416,0.0861024559765515,0.029516944,x
121,pi0,2.705,0.098,0.531,0.414,0.392,0.018113086996191095,0.023913594,x
122,pi0,3.549,0.133,0.514,0.421,0.372,0.04543196909786494,0.020248457,x
123,pi0,4.716,0.185,0.491,0.428,0.364,0.028262538760659844,0.028715327,x
124,pi0,6.631,0.273,0.47,0.432,0.378,0.10576612062358676,0.049445323,x
125,pi0,1.3,0.036,0.712,0.325,0.492,0.021483363445797942,0.036200829,x
126,pi0,1.72,0.056,0.597,0.352,0.406,-0.01737821642386762,0.031942761,x
127,pi0,2.14,0.074,0.558,0.366,0.374,0.04092564289705085,0.035141144,x
128,pi0,2.58,0.093,0.538,0.372,0.353,0.03079662857829369,0.030734996,x
129,pi0,2.58,0.093,0.538,0.372,0.353,0.05367389139240653,0.030734996,x
130,pi0,3.19,0.118,0.522,0.378,0.338,0.021516232857913063,0.031110288,x
131,pi0,4.1,0.156,0.507,0.38,0.323,-0.0069300853216183525,0.02973096,x
132,pi0,6.14,0.249,0.479,0.386,0.326,0.06537545631249385,0.033160217,x
133,pi0,2.731,0.111,0.475,0.391,0.113,-0.0017748228252336459,0.031852943,phT
134,pi0,2.649,0.103,0.517,0.384,0.212,0.03276609656499446,0.031795912,phT
135,pi0,2.553,0.095,0.553,0.381,0.29,0.08072313268540457,0.030509834,phT
136,pi0,2.456,0.087,0.587,0.381,0.369,0.0431088394811778,0.029224989,phT
137,pi0,2.367,0.08,0.623,0.382,0.49,-0.0010837596236609112,0.022333159,phT
138,pi0,2.28,0.073,0.655,0.404,0.673,0.014614565040935341,0.02268149,phT
139,pi0,2.263,0.07,0.677,0.463,0.959,0.0217652869359126,0.027060118,phT
140,pi0,2.82,0.114,0.481,0.338,0.111,0.006034869371565308,0.032318725,phT
141,pi0,2.69,0.103,0.529,0.34,0.211,0.06513704100524385,0.03242607,phT
142,pi0,2.59,0.095,0.563,0.343,0.28,0.0516051019814412,0.03375574,phT
143,pi0,2.49,0.088,0.591,0.347,0.345,0.08144644338509636,0.033147096,phT
144,pi0,2.49,0.088,0.591,0.347,0.345,-0.0024158012677044684,0.033147096,phT
145,pi0,2.39,0.081,0.624,0.353,0.446,0.034448852820329806,0.027658814,phT
146,pi0,2.3,0.074,0.652,0.371,0.595,-0.028790628993536772,0.027647966,phT
147,pi0,2.27,0.071,0.675,0.428,0.849,0.0010963601189664385,0.026956446,phT
148,pi-,2.373,0.084,0.596,0.233,0.352,0.0039686121621303186,0.006441273,z
149,pi-,2.356,0.091,0.553,0.303,0.385,-0.008939261055901754,0.00820061,z
150,pi-,2.338,0.094,0.53,0.373,0.411,0.018265211641715406,0.010555094,z
151,pi-,2.332,0.096,0.515,0.447,0.43,-0.0023716734646458794,0.012798828,z
152,pi-,2.315,0.097,0.504,0.523,0.444,-0.01698802764702541,0.016268989,z
153,pi-,2.263,0.096,0.494,0.593,0.447,0.03833727291517236,0.019246298,z
154,pi-,2.247,0.098,0.475,0.663,0.435,-0.044246551249934575,0.02251444,z
155,pi-,2.39,0.084,0.598,0.229,0.35,0.01441370483710903,0.00659242,z
156,pi-,2.38,0.091,0.559,0.289,0.379,0.0008921012909032921,0.008381527,z
157,pi-,2.36,0.094,0.536,0.348,0.403,0.009810531912934656,0.009091755,z
158,pi-,2.37,0.097,0.521,0.413,0.422,0.019757185075772073,0.011759252,z
159,pi-,2.35,0.098,0.509,0.483,0.437,-0.0023761641372028876,0.014035669,z
160,pi-,2.35,0.098,0.509,0.483,0.437,-0.001817043019956582,0.014035669,z
161,pi-,2.31,0.098,0.498,0.558,0.449,0.003133882184434774,0.016414628,z
162,pi-,2.27,0.099,0.479,0.646,0.438,0.010789136022086756,0.019524344,z
163,pi-,2.19,0.099,0.452,0.729,0.416,-0.006683089330658615,0.023210558,z
164,pi-,2.15,0.101,0.432,0.798,0.389,-0.02676346118046678,0.027815284,z
165,pi-,2.08,0.104,0.399,0.906,0.338,-0.013825161033800392,0.029516944,z
166,pi-,3.31,0.036,0.37,0.2236,0.44,-0.028635674329608785,0.0071,z
167,pi-,3.25,0.038,0.35,0.2736,0.46,-0.004969786760112069,0.0084,z
168,pi-,3.19,0.039,0.33,0.3236,0.48,-0.0019431345585576134,0.01,z
169,pi-,3.13,0.04,0.31,0.3736,0.5,-0.00761084305478164,0.0118,z
170,pi-,3.02,0.041,0.28,0.4446,0.52,-0.021781210740866086,0.0109,z
171,pi-,2.81,0.042,0.25,0.5643,0.54,-0.00032032772397104286,0.013,z
172,pi-,2.51,0.042,0.22,0.7171,0.52,-0.03594056724493807,0.019,z
173,pi-,2.21,0.041,0.19,0.8794,0.43,0.049908295005423875,0.0247,z
174,pi-,3.61,0.0447,0.34,0.223,0.45,0.002759139229340006,0.0045,z
175,pi-,3.58,0.0458,0.33,0.273,0.48,0.0051605834497418235,0.0054,z
176,pi-,3.52,0.0468,0.31,0.323,0.5,-0.027365052929070727,0.0065,z
177,pi-,3.45,0.0475,0.3,0.373,0.52,0.008377166156109103,0.0078,z
178,pi-,3.34,0.0488,0.27,0.444,0.54,-0.010668366627625922,0.0071,z
179,pi-,3.11,0.0499,0.24,0.564,0.55,-0.03419850934341147,0.0086,z
180,pi-,2.77,0.0491,0.21,0.716,0.53,0.0020876996463175986,0.0127,z
181,pi-,2.43,0.0473,0.19,0.879,0.43,-0.021013421831241552,0.0168,z
182,pi-,1.278,0.035,0.708,0.33,0.484,0.02253400974295126,0.01034698,x
183,pi-,1.629,0.055,0.57,0.35,0.403,0.008184218358992391,0.008856636,x
184,pi-,2.011,0.076,0.512,0.36,0.367,-0.023125487038766684,0.009527329,x
185,pi-,2.451,0.098,0.481,0.367,0.352,0.007754065536149175,0.008766413,x
186,pi-,3.192,0.133,0.462,0.369,0.344,0.0055662713271370295,0.008286133,x
187,pi-,4.291,0.186,0.447,0.367,0.34,0.012787906782572078,0.010917875,x
188,pi-,6.125,0.275,0.43,0.363,0.354,-0.02542859311646918,0.015411684,x
189,pi-,1.29,0.036,0.704,0.33,0.481,0.01071181267514309,0.009343447,x
190,pi-,1.64,0.056,0.568,0.35,0.402,0.028853175732969992,0.008102469,x
191,pi-,1.98,0.074,0.515,0.359,0.369,-0.018718300708140023,0.009908078,x
192,pi-,2.33,0.093,0.487,0.366,0.354,-0.0024319320264537944,0.008736704,x
193,pi-,2.33,0.093,0.487,0.366,0.354,0.009143329416274036,0.008736704,x
194,pi-,2.86,0.118,0.468,0.369,0.348,-0.015518755224250386,0.009027181,x
195,pi-,3.66,0.156,0.454,0.369,0.342,0.0013408644765381637,0.009166242,x
196,pi-,5.66,0.253,0.434,0.364,0.349,-0.023534011744871162,0.011081967,x
197,pi-,1.24,0.006453,0.65,0.29,0.54,0.034810419524021426,0.0159,x
198,pi-,1.46,0.01057,0.47,0.32,0.52,0.004384868326795204,0.0104,x
199,pi-,1.68,0.01641,0.35,0.35,0.49,-0.027787600745336115,0.0088,x
200,pi-,2.02,0.02552,0.27,0.37,0.46,-0.009168741206165731,0.0079,x
201,pi-,2.82,0.03964,0.24,0.38,0.45,0.014961390471444814,0.0089,x
202,pi-,4.59,0.06247,0.25,0.38,0.45,-0.009881932019186013,0.0113,x
203,pi-,7.42,0.1004,0.25,0.36,0.46,-0.022372313194959925,0.0153,x
204,pi-,11.9,0.1607,0.25,0.36,0.47,0.042229800031339894,0.0232,x
205,pi-,23.9,0.2781,0.28,0.35,0.51,-0.05877423891833463,0.0411,x
206,pi-,1.24,0.0064,0.65,0.285,0.54,0.014696403467896097,0.0115,x
207,pi-,1.48,0.0106,0.48,0.32,0.52,0.008280620842330187,0.0075,x
208,pi-,1.73,0.0164,0.36,0.344,0.5,-0.007146024582866416,0.0063,x
209,pi-,2.05,0.0257,0.27,0.358,0.49,-0.013381837067828722,0.0054,x
210,pi-,2.72,0.0398,0.23,0.365,0.48,0.0005961632782696164,0.0057,x
211,pi-,4.22,0.0627,0.23,0.359,0.48,-0.006582018384243897,0.0068,x
212,pi-,6.66,0.1007,0.22,0.353,0.48,-0.0016637871569793066,0.0083,x
213,pi-,10.54,0.1619,0.22,0.349,0.48,-0.01079407145104565,0.0109,x
214,pi-,20.85,0.2873,0.24,0.345,0.51,0.07459243034047514,0.0147,x
215,pi-,2.454,0.106,0.462,0.337,0.11,0.009918315008180719,0.009709789,phT
216,pi-,2.445,0.102,0.493,0.346,0.211,0.008831396173777421,0.009708244,phT
217,pi-,2.393,0.096,0.525,0.35,0.29,-0.01083037283783133,0.009176056,phT
218,pi-,2.314,0.089,0.556,0.348,0.369,-0.0024259097471151358,0.008998889,phT
219,pi-,2.269,0.083,0.586,0.349,0.488,-0.0005854915623980531,0.006760178,phT
220,pi-,2.265,0.079,0.619,0.371,0.67,0.005103029587649972,0.008683317,phT
221,pi-,2.224,0.072,0.658,0.433,0.951,0.050383728471700556,0.014616429,phT
222,pi-,2.48,0.107,0.462,0.337,0.11,0.012567023147720699,0.008570298,phT
223,pi-,2.47,0.103,0.492,0.345,0.211,-0.00436886982566145,0.009304837,phT
224,pi-,2.43,0.098,0.52,0.35,0.28,0.020923876705393932,0.010742439,phT
225,pi-,2.36,0.092,0.546,0.349,0.345,5.1438253472891986e-06,0.009613532,phT
226,pi-,2.36,0.092,0.546,0.349,0.345,-0.0029155536472814,0.009613532,phT
227,pi-,2.3,0.086,0.576,0.347,0.446,-0.003491503994288024,0.006935416,phT
228,pi-,2.28,0.081,0.606,0.359,0.594,0.005214048838632414,0.009228218,phT
229,pi-,2.26,0.076,0.643,0.409,0.846,-0.0009944634625169806,0.0109252,phT
230,pi-,3.05,0.041,0.29,0.35,0.1545,0.0026499988058738214,0.0112,phT
231,pi-,3.0,0.04,0.3,0.35,0.252,-0.007235505924100726,0.0092,phT
232,pi-,3.01,0.039,0.31,0.35,0.3497,-0.007793806210855985,0.0089,phT
233,pi-,3.08,0.039,0.32,0.35,0.4483,-0.01974682885985873,0.0095,phT
234,pi-,3.15,0.038,0.33,0.35,0.5475,0.0009003711733978773,0.0109,phT
235,pi-,3.23,0.038,0.34,0.36,0.668,-0.02415215678910064,0.0109,phT
236,pi-,3.29,0.037,0.35,0.38,0.8168,0.010619328064260889,0.0149,phT
237,pi-,3.42,0.036,0.38,0.4,1.042,0.002707824658885385,0.0159,phT
238,pi-,3.83,0.035,0.43,0.42,1.554,-0.018331269849346937,0.0349,phT
239,pi-,3.38,0.0487,0.28,0.346,0.15,-0.012125185808010166,0.0075,phT
240,pi-,3.32,0.0477,0.29,0.344,0.25,0.010730107711409961,0.0062,phT
241,pi-,3.29,0.0464,0.29,0.342,0.35,-0.011326431092215228,0.0058,phT
242,pi-,3.36,0.0464,0.3,0.34,0.45,0.010938523850388527,0.0062,phT
243,pi-,3.46,0.0464,0.31,0.342,0.55,0.0006722777642445298,0.0069,phT
244,pi-,3.53,0.0461,0.32,0.351,0.67,-0.011162598579556107,0.0069,phT
245,pi-,3.65,0.0458,0.33,0.366,0.82,-0.018968279148748282,0.0092,phT
246,pi-,3.83,0.0452,0.34,0.386,1.04,-0.01101635018867625,0.0096,phT
247,pi-,4.34,0.0442,0.4,0.4,1.56,-0.012569925386667163,0.0197,phT
248,k+,2.429,0.083,0.606,0.236,0.354,-0.018152286757980945,0.017661823,z
249,k+,2.474,0.092,0.568,0.305,0.385,0.05678582603638284,0.017803651,z
250,k+,2.528,0.097,0.545,0.374,0.415,0.06283751203484153,0.018788294,z
251,k+,2.521,0.099,0.531,0.448,0.443,0.08111475859362127,0.020465825,z
252,k+,2.511,0.102,0.515,0.524,0.47,0.1791247435653648,0.024382371,z
253,k+,2.552,0.103,0.515,0.593,0.497,0.0569435276453364,0.028487541,z
254,k+,2.562,0.106,0.495,0.663,0.512,0.09145908944730688,0.032743854,z
255,k+,2.46,0.085,0.603,0.228,0.351,0.047056968521879676,0.017110523,z
256,k+,2.49,0.092,0.569,0.287,0.378,0.0338316614569548,0.017637744,z
257,k+,2.53,0.097,0.548,0.347,0.403,0.08646076344130224,0.020341583,z
258,k+,2.56,0.101,0.532,0.412,0.425,0.12903288155767384,0.020392401,z
259,k+,2.55,0.102,0.522,0.482,0.458,0.14445651242419463,0.02009602,z
260,k+,2.55,0.102,0.522,0.482,0.458,0.12666818206193575,0.02009602,z
261,k+,2.54,0.104,0.515,0.556,0.484,0.13700928925006436,0.021414948,z
262,k+,2.61,0.108,0.5,0.645,0.506,0.11843450913070705,0.023525518,z
263,k+,2.63,0.112,0.474,0.727,0.506,0.19670962704628636,0.035631587,z
264,k+,2.62,0.116,0.448,0.796,0.501,0.19710830749627098,0.03672397,z
265,k+,2.47,0.119,0.411,0.903,0.469,0.1264567536272459,0.041538055,z
266,k+,3.97,0.028,0.5,0.2249,0.52,0.044178741681383686,0.0203,z
267,k+,4.0,0.032,0.46,0.2747,0.52,-0.017611056636037934,0.021,z
268,k+,3.92,0.035,0.42,0.3245,0.54,-0.00870618479626845,0.022,z
269,k+,3.87,0.038,0.38,0.3742,0.55,0.02822652665634772,0.0241,z
270,k+,3.74,0.042,0.33,0.4463,0.56,0.0609504582804391,0.0196,z
271,k+,3.44,0.046,0.27,0.5659,0.58,0.021215314598057432,0.0216,z
272,k+,3.25,0.051,0.23,0.7142,0.62,0.02983535479356161,0.032,z
273,k+,2.93,0.052,0.2,0.8732,0.61,0.03313650693684248,0.05,z
274,k+,4.51,0.0324,0.5,0.225,0.55,0.01020723983492856,0.0155,z
275,k+,4.49,0.0372,0.45,0.275,0.56,0.033688947337524595,0.0156,z
276,k+,4.46,0.0417,0.4,0.324,0.57,0.06513000125634533,0.0164,z
277,k+,4.36,0.0454,0.36,0.374,0.57,0.024293267915634503,0.0175,z
278,k+,4.18,0.0499,0.31,0.447,0.58,0.017516282979599774,0.0139,z
279,k+,3.89,0.0558,0.26,0.567,0.6,0.025649412836084715,0.0143,z
280,k+,3.77,0.0616,0.22,0.715,0.64,0.07775734036174028,0.0209,z
281,k+,3.55,0.063,0.2,0.874,0.63,0.0975923510567472,0.0317,z
282,k+,1.285,0.036,0.709,0.364,0.53,0.0730945481964386,0.028715501,x
283,k+,1.646,0.056,0.574,0.386,0.439,0.026807021998100602,0.024443609,x
284,k+,2.061,0.076,0.524,0.398,0.399,0.04194280194572773,0.025741018,x
285,k+,2.523,0.099,0.495,0.406,0.375,0.1002798735889187,0.023620542,x
286,k+,3.3,0.134,0.477,0.412,0.363,0.06210219180023376,0.022129844,x
287,k+,4.461,0.186,0.464,0.413,0.355,0.09224576474717529,0.025210315,x
288,k+,6.374,0.274,0.45,0.416,0.355,0.060744205208072964,0.029977492,x
289,k+,1.29,0.036,0.704,0.363,0.527,0.050582223175462245,0.02832137,x
290,k+,1.65,0.056,0.571,0.384,0.436,0.06841744963135066,0.024942534,x
291,k+,2.01,0.074,0.524,0.392,0.398,0.1072451649072958,0.02804015,x
292,k+,2.39,0.093,0.498,0.401,0.378,0.06852959686131194,0.022138202,x
293,k+,2.39,0.093,0.498,0.401,0.378,0.04725167115697666,0.022138202,x
294,k+,2.93,0.118,0.479,0.404,0.366,0.033748400721849516,0.021600231,x
295,k+,3.79,0.157,0.468,0.408,0.358,0.052423294037175716,0.019670282,x
296,k+,5.86,0.252,0.451,0.41,0.357,0.05743845730487046,0.021060864,x
297,k+,1.24,0.006452,0.65,0.3,0.57,-0.05967630910102623,0.03,x
298,k+,1.49,0.01054,0.48,0.35,0.56,0.012115741651535632,0.0199,x
299,k+,1.82,0.01628,0.38,0.39,0.56,0.03106891442655029,0.0184,x
300,k+,2.39,0.02533,0.32,0.44,0.55,0.07300163895368175,0.0186,x
301,k+,3.61,0.0398,0.3,0.46,0.54,0.006706701036287807,0.0221,x
302,k+,5.74,0.06279,0.3,0.45,0.54,-0.013855326692859962,0.0258,x
303,k+,9.1,0.1008,0.3,0.45,0.53,-0.004081375170807779,0.0325,x
304,k+,14.5,0.1608,0.3,0.45,0.54,0.04699574364000222,0.0465,x
305,k+,28.7,0.2847,0.33,0.44,0.56,-0.09050922310627957,0.0762,x
306,k+,1.23,0.0065,0.64,0.299,0.64,-0.007300420540448108,0.0271,x
307,k+,1.47,0.0106,0.47,0.35,0.6,0.034917527914912344,0.0161,x
308,k+,1.83,0.0163,0.38,0.391,0.58,0.03104068693232028,0.0141,x
309,k+,2.45,0.0255,0.33,0.433,0.57,0.02007250653070934,0.0133,x
310,k+,3.56,0.0399,0.3,0.458,0.57,0.03462487385595875,0.0151,x
311,k+,5.48,0.0629,0.29,0.463,0.57,0.038161499315513124,0.0172,x
312,k+,8.54,0.1009,0.29,0.468,0.57,0.0966404022451778,0.0203,x
313,k+,13.6,0.1623,0.28,0.473,0.57,0.07003382341684157,0.0261,x
314,k+,26.24,0.2959,0.29,0.468,0.61,0.13913360110753392,0.0319,x
315,k+,2.655,0.111,0.47,0.367,0.111,0.015559944932167096,0.037161808,phT
316,k+,2.619,0.107,0.496,0.376,0.211,0.06716302254495929,0.033420054,phT
317,k+,2.597,0.103,0.525,0.38,0.29,0.030201980864113888,0.030143988,phT
318,k+,2.52,0.096,0.55,0.387,0.369,0.029052162667132016,0.027170756,phT
319,k+,2.44,0.089,0.576,0.393,0.489,0.0919631559594347,0.018999474,phT
320,k+,2.339,0.081,0.611,0.418,0.673,0.07780023571515526,0.018133395,phT
