,x1,x2,qT,QM,A,dA,A_rel_uncert
63,0.412806763,0.212806763,1.875,11.5,0.00945,0.00246,0.26031746031746034
64,0.412806763,0.212806763,2.125,11.5,0.00506,0.00158,0.31225296442687744
65,0.412806763,0.212806763,2.375,11.5,0.00172,0.000821,0.47732558139534886
66,0.412806763,0.212806763,2.625,11.5,0.00145,0.000876,0.6041379310344829
67,0.43732811,0.23732811,0.125,12.5,0.0292,0.0215,0.7363013698630136
68,0.43732811,0.23732811,0.375,12.5,0.0184,0.00683,0.37119565217391304
69,0.43732811,0.23732811,0.625,12.5,0.0291,0.00777,0.2670103092783505
70,0.43732811,0.23732811,0.875,12.5,0.0272,0.00603,0.22169117647058825
71,0.43732811,0.23732811,1.125,12.5,0.0209,0.00456,0.2181818181818182
72,0.43732811,0.23732811,1.375,12.5,0.00726,0.00208,0.28650137741046827
73,0.43732811,0.23732811,1.625,12.5,0.007,0.00255,0.3642857142857143
74,0.43732811,0.23732811,1.875,12.5,0.00187,0.00088,0.4705882352941177
75,0.43732811,0.23732811,2.125,12.5,0.00209,0.00147,0.7033492822966507
76,0.43732811,0.23732811,2.375,12.5,0.00181,0.00127,0.701657458563536
77,0.43732811,0.23732811,2.625,12.5,0.00259,0.00205,0.7915057915057916
78,0.462023414,0.262023414,0.125,13.5,0.0228,0.0178,0.7807017543859649
79,0.462023414,0.262023414,0.375,13.5,0.00669,0.00368,0.5500747384155457
80,0.462023414,0.262023414,0.625,13.5,0.00449,0.00235,0.5233853006681515
81,0.462023414,0.262023414,0.875,13.5,0.00991,0.00434,0.437941473259334
82,0.462023414,0.262023414,1.125,13.5,0.00656,0.00335,0.5106707317073171
83,0.462023414,0.262023414,1.375,13.5,0.0054,0.00228,0.42222222222222217
84,0.462023414,0.262023414,1.625,13.5,0.000931,0.000623,0.6691729323308271
85,0.486859362,0.286859362,0.125,14.5,0.0153,0.0207,1.3529411764705883
86,0.486859362,0.286859362,0.375,14.5,0.00793,0.00509,0.6418663303909206
87,0.486859362,0.286859362,0.875,14.5,0.00756,0.00388,0.5132275132275133
88,0.486859362,0.286859362,1.125,14.5,0.00292,0.00172,0.589041095890411
89,0.486859362,0.286859362,1.375,14.5,0.00698,0.0071,1.0171919770773639
90,0.486859362,0.286859362,1.625,14.5,0.00273,0.00183,0.6703296703296704
91,0.47511744,0.12511744,0.25,9.46,0.2155,0.01616,0.07498839907192575
92,0.47511744,0.12511744,0.5,9.46,0.237,0.0105,0.04430379746835444
93,0.47511744,0.12511744,0.75,9.46,0.1765,0.008529,0.0483229461756374
94,0.47511744,0.12511744,1.25,9.46,0.08338,0.00462,0.0554089709762533
95,0.47511744,0.12511744,1.5,9.46,0.0736,0.00331,0.044972826086956526
96,0.47511744,0.12511744,1.75,9.46,0.0345,0.00319,0.09246376811594202
97,0.47511744,0.12511744,2.0,9.46,0.01715,0.00138,0.080466472303207
98,0.47511744,0.12511744,2.25,9.46,0.0126,0.0016,0.12698412698412698
99,0.47511744,0.12511744,2.5,9.46,0.0158,0.00147,0.09303797468354429
100,0.47511744,0.12511744,3.0,9.46,0.00353,0.0005333,0.15107648725212464
101,0.47511744,0.12511744,3.5,9.46,0.0013,0.000743,0.5715384615384616
