,kperp,fu,fuErr,fubar,fubarErr,fd,fdErr,fdbar,fdbarErr,fs,fsErr,fsbar,fsbarErr
37,0.37,0.08336850754607257,0.02573627768797388,0.04377834388253533,0.019446958144398497,-0.2106800920035923,0.0709316183873553,-0.19965870648893486,0.09570377903082188,-0.03049749892355314,0.016871684952905763,-0.031320777689206936,0.023258091631194893
38,0.38,0.08448822651830207,0.026081959324566844,0.04436632818863613,0.01970815883129954,-0.21350972092264014,0.0718843397830521,-0.20234031724476825,0.09698920431849262,-0.030907111435803224,0.0170983027479829,-0.031741450563415194,0.02357047486265782
39,0.39,0.08553328662460033,0.026404594370700103,0.04491510770224136,0.01995194470324989,-0.21615067949107347,0.0727735420736496,-0.20484312811134073,0.09818892581132213,-0.031289412668264786,0.01730981224180786,-0.03213407504047619,0.023862030060683086
40,0.4,0.08650359594524998,0.026704154418500704,0.04542463415601916,0.02017829430252619,-0.21860273543062145,0.07359914698093735,-0.20716691894562647,0.0993028379352726,-0.031644368992025294,0.017506194806439335,-0.0324986165786656,0.02413273157346898
41,0.41,0.08739916932693138,0.02698064401677948,0.04589491534776128,0.020387211074950055,-0.2208659262727237,0.07436116705984365,-0.20931172529835043,0.10033095767547091,-0.03197198583472111,0.017687453418667218,-0.03283508074673126,0.02438258353416274
42,0.42,0.08822012686845224,0.02723410020368798,0.04632601434520611,0.020578723016722283,-0.22294055553178063,0.07505970441033152,-0.21127783478749135,0.10127342283808768,-0.032272307126605775,0.017853612353659905,-0.03314351265502711,0.024611619438440674
43,0.43,0.08896669220508623,0.02746459197721238,0.04671804858510771,0.020752882274283638,-0.2248271883694701,0.07569494921796378,-0.21306578298947465,0.10213049008104094,-0.03254541467294773,0.018004716837861038,-0.03342399631098884,0.024819901665906672
44,0.44,0.08963919059863613,0.027672219705699736,0.04707118887028688,0.02090976469886074,-0.22652664676810805,0.07626717812918801,-0.21467634886510015,0.10290253272168852,-0.03279142745535932,0.018140832662574623,-0.03367665390162331,0.02500752094729322
45,0.45,0.09023804684077946,0.027857114480749064,0.047385658268632405,0.021049469357460233,-0.22804000423215193,0.07677675246777133,-0.2161105497382977,0.10359003833018637,-0.03301050086482201,0.018262045759767722,-0.03390164500585129,0.02517459577957345
46,0.46,0.09076378297766687,0.02801943741492833,0.047661730918240205,0.02117211800217044,-0.22936858003799657,0.077224116299166,-0.21736963584680805,0.10419360611766146,-0.033202825869324167,0.018368461741703777,-0.034099165739698546,0.025321271791208112
47,0.47,0.09121701586413328,0.0281593788868959,0.047899730743076824,0.021277854499719542,-0.2305139330531789,0.07760979434991576,-0.21845508448480097,0.10471394412879458,-0.03336862811916826,0.01846020540609716,-0.03426944783747432,0.02544772105985888
48,0.48,0.0915984545562255,0.028277157736614114,0.04810003008374116,0.021366844223320972,-0.23147785514699296,0.07793438978950758,-0.21936859375828055,0.1051518662488026,-0.03350816699313286,0.01853742020855044,-0.03441275767220843,0.025554141384996447
49,0.49,0.09190889755107194,0.028373020413440093,0.048263048248062074,0.021439273408910765,-0.23226236421532492,0.07819858188234786,-0.22011207597489357,0.105508289035184,-0.033621734588789705,0.018600267704100407,-0.03452939521873689,0.02564075551792119
50,0.5,0.09214922988340306,0.028447240079966733,0.048389249986420496,0.021495348477948005,-0.23286969684322542,0.07840312351777981,-0.220687650690429,0.10578422838490753,-0.03370965466038219,0.018648926959755903,-0.03461969296293339,0.025707810351793047
51,0.51,0.09232042008828119,0.02850011567456421,0.04847914389681559,0.02153529532900766,-0.23330230062938526,0.07854883862627442,-0.22109763743490474,0.10598079604801983,-0.033772281507760946,0.018683593939961794,-0.03468401476067727,0.02575557607433713
52,0.52,0.09242351703981232,0.028531970935638442,0.048533280764806404,0.021559358600445354,-0.23356282619720006,0.07863661949010849,-0.221344548141646,0.10609919599888815,-0.03380999881995198,0.018704480866965956,-0.03472275465022942,0.02578434528595135
53,0.53,0.09245964667579486,0.02854315339067888,0.04855225184355758,0.02156780090645576,-0.23365411891758914,0.07866742395699858,-0.2214310793031927,0.10614072067650519,-0.03382321847699922,0.018711815558103844,-0.034736335621756646,0.02579443208599318
54,0.54,0.09243000861840625,0.028534033313213154,0.048536687079291686,0.021560902048880493,-0.23357921036909335,0.07864227256528195,-0.2213601038782301,0.10610674710545015,-0.033812379313775585,0.018705840742043945,-0.03472520834779755,0.025786171130063183
55,0.55,0.09233587270113806,0.028505002650820312,0.04848725328751154,0.021538958207146984,-0.23334130956104904,0.07856224558933303,-0.22113466297399392,0.1059987329092273,-0.03377794584949861,0.01868681335606026,-0.03468984987850766,0.02575991666113383
56,0.56,0.09217857541226904,0.028456473927378267,0.04840465228539486,0.02150228110873844,-0.232943793945852,0.07842848001396671,-0.22075795732879405,0.10581821222779213,-0.033720406986714295,0.018655003826413684,-0.03463076230554792,0.02571604151739401
57,0.57,0.09195951626520764,0.028388879122734544,0.04828961898578695,0.021451197182604225,-0.23239020024641038,0.07824216644661859,-0.2202333386193947,0.10556679155112503,-0.03364027468352821,0.018610695333932472,-0.034548471398498606,0.025654936119691392
58,0.58,0.09168015410604556,0.028302668532991904,0.0481429194582215,0.02138604669792309,-0.23168421512492332,0.07800454597609902,-0.2195643006180265,0.1052461454807227,-0.03353808260286783,0.018554183066884482,-0.03444352521768352,0.025577007441457397
59,0.59,0.09134200336863961,0.028198309614593704,0.047965348962387924,0.021307182890625317,-0.23082966571906496,0.07771690698669857,-0.21875447022372962,0.10485801243085041,-0.03341438474254886,0.01848577346322857,-0.03431649270728041,0.025482677963993255
60,0.6,0.09094663028748484,0.028076285815376478,0.04775772995943397,0.021214971080067688,-0.22983051007149757,0.07738058193637509,-0.21780759839261224,0.10440419028133599,-0.03326975404990143,0.01840578344432164,-0.03416796227257302,0.025372384619979857
61,0.61,0.09049564907855331,0.027937095395730128,0.047520910106447066,0.021109787778234405,-0.22869082747843675,0.07699694410767861,-0.21672755099139174,0.10388653199358419,-0.03310478102467684,0.018314539642140235,-0.033998540345167805,0.02524657772805006
62,0.62,0.08999071809815665,0.027781250242970443,0.047255760239395386,0.020992019793809807,-0.22741480878268075,0.07656740433996985,-0.2155182995983019,0.10330694120135739,-0.03292007231391468,0.018212377622051586,-0.033808849939952625,0.02510571992122902
63,0.63,0.08943353598974395,0.027609274681982873,0.04696317234973359,0.02086206333343464,-0.22600674663615075,0.07609340775136458,-0.21418391227510683,0.10266736778769862,-0.03271624930239627,0.01809964110313948,-0.03359952920752245,0.024950285072007642
64,0.64,0.08882583782836928,0.02742170428514266,0.046644057559785485,0.020720323102416602,-0.22447102575654648,0.07557643045868552,-0.21272854433353375,0.10196980345917331,-0.032493946702245015,0.01797668117805513,-0.03337122998572784,0.024780757216764905
65,0.65,0.088169391272364,0.02721908468445392,0.046299344101909966,0.020567211407118726,-0.2228121132022095,0.07501797630353281,-0.21115642911895813,0.10121627732837202,-0.03225381114516185,0.017843855534321638,-0.03312461635392917,0.02459762948219873
66,0.66,0.08746599273151837,0.027001970388780112,0.04592997530633667,0.020403147261196446,-0.22103454868870995,0.07441957359238914,-0.20947186883362845,0.1004088515153574,-0.031996499780699524,0.017701527678975492,-0.03286036319345153,0.02440140301636144
67,0.67,0.08671746356082624,0.026770923608960325,0.04553690760242534,0.02022855549779445,-0.21914293497003406,0.07378277185846188,-0.20767922542110792,0.09954961677844619,-0.031722678883887724,0.0175500661683765,-0.03257915475764239,0.02419258592682517
68,0.68,0.0859256462885707,0.026526513093520637,0.045121108537958816,0.02004386588975117,-0.217141928306558,0.07310913865272954,-0.2057829115329607,0.0986406881844038,-0.03143302247541982,0.01738984384496267,-0.032281683254828636,0.02397169222842632
69,0.69,0.08509240088723131,0.02626931297759861,0.0446835548209225,0.019849512279788904,-0.2150362290412385,0.07240025637140807,-0.20378738159798906,0.09768420082778556,-0.031128210957504083,0.017221237082665947,-0.03196864744736024,0.023739240802954625
70,0.7,0.08421960109537799,0.025999901647600927,0.04422523038805812,0.019645931722593834,-0.21283057230465233,0.0716577191267823,-0.20169712301357598,0.09668230560879691,-0.030808929768365488,0.017044625042640933,-0.031640751269806644,0.023495754373064805
71,0.71,0.0833091307983787,0.025718860624010652,0.043747124504302355,0.019433563640612134,-0.21052971886866886,0.07088312966806332,-0.19951664747788275,0.09563716507866002,-0.030475868058262478,0.01686038894089074,-0.031298702469248235,0.023241758492594456
72,0.72,0.08236288047540047,0.025426773464652254,0.04325022989703717,0.01921284899530608,-0.20813844616765076,0.07007809635863259,-0.1972504824808072,0.0945509493610682,-0.03012971738975348,0.016668911329302937,-0.030943211270470578,0.02297778055537442
73,0.73,0.08138274371981123,0.025124224690608883,0.04273554092888464,0.018984229475528604,-0.20566153950515337,0.06924423021572207,-0.19490316297073063,0.09342583215789144,-0.029771170464814,0.01647057539153435,-0.030574989068733398,0.022704348824514744
74,0.74,0.08037061383971206,0.02481179873686905,0.042204051812580835,0.01874814670458586,-0.20310378346312,0.06838314201825423,-0.19247922321316638,0.09226398684685568,-0.029400919881266533,0.016265764255106365,-0.030194747152642195,0.02242199148404367
75,0.75,0.07932838054493825,0.02449007892965905,0.04165675487125511,0.01850504146746582,-0.200469953529594,0.06749643948823437,-0.18998318885648952,0.09106758267847145,-0.02901965692084028,0.016054860320993083,-0.029803195459502597,0.02213123571466736
76,0.76,0.07825792672646022,0.02415964649229234,0.04109463884723148,0.018255352959617128,-0.19776480795994128,0.06658572455074277,-0.18741956921895567,0.08983878107902243,-0.028628070371032387,0.01583824461190298,-0.029401041365387137,0.021832606795305735
77,0.77,0.07716112533370927,0.02382107958124129,0.04051868726225272,0.017999518058566425,-0.19499307988553613,0.06565259067722587,-0.1847928498102371,0.08857973206595471,-0.0282268453827903,0.015616296140371985,-0.02898898851198942,0.021526627231945268
78,0.78,0.07603983635493278,0.023474952354006814,0.03992987683180626,0.01773797061956485,-0.19215946968281808,0.06469862031642974,-0.1821074850997009,0.08729257078152636,-0.027816662365883146,0.01538939129770082,-0.028567735672183212,0.021213815915232807
79,0.79,0.0748959039052595,0.023121834070231377,0.03932917593601232,0.017471140796355963,-0.1892686376145432,0.06372538241695933,-0.17936789154264224,0.0859794141500921,-0.027398195923674644,0.015157903264684228,-0.028137975656045717,0.020894687308116538
80,0.8,0.07373115342673126,0.022762288227368716,0.03871754314930723,0.017199454388057575,-0.18632519675398848,0.06273443004508332,-0.1765784408746621,0.08464235766390743,-0.026972113828854043,0.014922201444993087,-0.027700394258942933,0.020569750664721203
81,0.81,0.07254738900412636,0.022396871732091934,0.03809592583093161,0.016923332213049945,-0.1833337062017772,0.06172729810104087,-0.17374345368335503,0.08328347230184503,-0.02653907604152489,0.014682650921984033,-0.027255669253115865,0.02023950928152509
82,0.82,0.07134639079997268,0.022026134108488225,0.03746525877800765,0.016643189510663105,-0.18029866460390673,0.06070550113674034,-0.1708671932654403,0.08190480158492353,-0.02609973377089435,0.014439611939623924,-0.02680446942404238,0.019904459781786368
83,0.83,0.07012991261171933,0.0216506167439575,0.03682646294276453,0.016359435371355674,-0.17722450397848827,0.05967053127737683,-0.16795385977644917,0.08050835877205612,-0.025654728581649317,0.014193439408130332,-0.026347453652691432,0.0195650914340474
84,0.84,0.06889967955361079,0.021270852173599964,0.036180444215247264,0.01607247219597896,-0.17411558385762377,0.05862385624913277,-0.16500758467905904,0.07909612419894226,-0.025204691545950036,0.013944482434842823,-0.025885270044625014,0.019221885505426556
85,0.85,0.06765738586538488,0.020887363403748017,0.03552809227262404,0.015782695184620967,-0.17097618574977985,0.05756691751476795,-0.1620324254951604,0.0776700427625353,-0.024750242441816925,0.013693083880754763,-0.025418555106744685,0.018875314650289677
86,0.86,0.06640469284950233,0.020500663275169417,0.034870279495987845,0.015490491855428971,-0.16781050792697727,0.05650112851855066,-0.15903236086573677,0.0762320215530475,-0.024291988998535886,0.013439579943050992,-0.02494793297232455,0.018525842334777227
87,0.87,0.06514322693820321,0.0201112538663422,0.034207859955332626,0.015196241593712754,-0.16462266054006575,0.05542787304163394,-0.1560112859216679,0.07478392763498083,-0.023830526189555307,0.013184299763913996,-0.024474014674817343,0.018173922297548877
88,0.88,0.06387457789128595,0.01971962593707761,0.033541668463175196,0.014900315231537599,-0.1614166610643513,0.05434850366863831,-0.1529730079675991,0.07332758597820987,-0.02336643557320294,0.012927565065779802,-0.023997397470769854,0.017819998046995262
89,0.89,0.06260029712511082,0.019326258412646846,0.03287251969708516,0.014603074657924422,-0.15819643007684067,0.053264340365869814,-0.1499212424800766,0.07186477753969651,-0.022900284681406223,0.012669689813145615,-0.02351866421203683,0.017464502395057244
