,hadron,Q2,x,y,z,phT,Siv,tot_err,1D_dependence
31,pi-,2.332,0.096,0.515,0.447,0.43,0.00623147,0.01122535,z
32,pi-,2.315,0.097,0.504,0.523,0.444,0.006245073,0.009522789,z
33,pi-,2.263,0.096,0.494,0.593,0.447,0.0008290034,0.012644012,z
34,pi-,2.247,0.098,0.475,0.663,0.435,-0.0054350877,0.008763035,z
35,pi-,2.454,0.106,0.462,0.337,0.11,0.010452289,0.0078109847,phT
36,pi-,2.445,0.102,0.493,0.346,0.211,0.0048805466,0.005901685,phT
37,pi-,2.393,0.096,0.525,0.35,0.29,0.006832302,0.006704382,phT
38,pi-,2.314,0.089,0.556,0.348,0.369,0.0034138206,0.010310548,phT
39,pi-,2.269,0.083,0.586,0.349,0.488,0.009503498,0.010821011,phT
40,pi-,2.265,0.079,0.619,0.371,0.67,0.006619399,0.022530466,phT
41,pi-,2.224,0.072,0.658,0.433,0.951,-0.056851123,0.049304552,phT
42,pi0,1.293,0.035,0.717,0.351,0.54,0.028506715,0.01363673,x
43,pi0,1.712,0.055,0.599,0.386,0.451,0.019720405,0.0070714694,x
44,pi0,2.184,0.076,0.557,0.406,0.416,0.022450343,0.0039964863,x
45,pi0,2.705,0.098,0.531,0.414,0.392,0.032607976,0.0049884864,x
46,pi0,3.549,0.133,0.514,0.421,0.372,0.059979126,0.04047022,x
47,pi0,4.716,0.185,0.491,0.428,0.364,0.013578619,0.030535907,x
48,pi0,6.631,0.273,0.47,0.432,0.378,0.029747114,0.016287481,x
49,pi0,2.361,0.072,0.671,0.236,0.39,0.013360887,0.009596968,z
50,pi0,2.414,0.081,0.623,0.304,0.42,0.018914156,0.00817148,z
51,pi0,2.447,0.087,0.587,0.374,0.446,0.029899161,0.007137738,z
52,pi0,2.486,0.093,0.558,0.448,0.464,0.03567223,0.004974471,z
53,pi0,2.531,0.098,0.531,0.523,0.472,0.041093215,0.006157508,z
54,pi0,2.552,0.102,0.511,0.593,0.488,0.041156437,0.009430571,z
55,pi0,2.583,0.106,0.495,0.663,0.495,0.076292895,0.022039898,z
56,pi0,2.731,0.111,0.475,0.391,0.113,0.00080224464,0.0074845185,phT
57,pi0,2.649,0.103,0.517,0.384,0.212,0.020087898,0.004293016,phT
58,pi0,2.553,0.095,0.553,0.381,0.29,0.026204214,0.0056263423,phT
59,pi0,2.456,0.087,0.587,0.381,0.369,0.024911849,0.005932012,phT
60,pi0,2.367,0.08,0.623,0.382,0.49,0.022144664,0.015928974,phT
61,pi0,2.28,0.073,0.655,0.404,0.673,0.035757422,0.023574015,phT
62,pi0,2.263,0.07,0.677,0.463,0.959,0.035917394,0.030713394,phT
63,k+,1.285,0.036,0.709,0.364,0.53,0.047796197,0.025262551,x
64,k+,1.646,0.056,0.574,0.386,0.439,0.036561348,0.008697927,x
65,k+,2.061,0.076,0.524,0.398,0.399,0.030910589,0.008946728,x
66,k+,2.523,0.099,0.495,0.406,0.375,0.080164835,0.015175539,x
67,k+,3.3,0.134,0.477,0.412,0.363,0.105568014,0.0343076,x
68,k+,4.461,0.186,0.464,0.413,0.355,0.04097541,0.03235908,x
69,k+,6.374,0.274,0.45,0.416,0.355,0.04000798,0.020042805,x
70,k+,2.429,0.083,0.606,0.236,0.354,0.034116074,0.024435505,z
71,k+,2.474,0.092,0.568,0.305,0.385,0.042571954,0.01411599,z
72,k+,2.528,0.097,0.545,0.374,0.415,0.07883707,0.013937612,z
73,k+,2.521,0.099,0.531,0.448,0.443,0.1020638,0.017711177,z
74,k+,2.511,0.102,0.515,0.524,0.47,0.108187236,0.012318163,z
75,k+,2.552,0.103,0.515,0.593,0.497,0.11907152,0.017518988,z
76,k+,2.562,0.106,0.495,0.663,0.512,0.12574738,0.028003395,z
77,k+,2.655,0.111,0.47,0.367,0.111,0.017575987,0.008014279,phT
78,k+,2.619,0.107,0.496,0.376,0.211,0.0383337,0.011189945,phT
79,k+,2.597,0.103,0.525,0.38,0.29,0.055481724,0.009875536,phT
80,k+,2.52,0.096,0.55,0.387,0.369,0.074314766,0.014645131,phT
81,k+,2.44,0.089,0.576,0.393,0.489,0.07569161,0.01999786,phT
82,k+,2.339,0.081,0.611,0.418,0.673,0.09007554,0.053483266,phT
83,k+,2.253,0.072,0.661,0.471,0.972,0.17131256,0.07092099,phT
84,k-,1.289,0.035,0.715,0.339,0.507,0.01627805,0.0116378805,x
85,k-,1.666,0.055,0.582,0.358,0.421,0.05309604,0.04017392,x
86,k-,2.088,0.076,0.532,0.363,0.381,0.07413903,0.053089898,x
87,k-,2.585,0.098,0.508,0.37,0.366,0.037594486,0.053582203,x
88,k-,3.375,0.133,0.489,0.37,0.363,0.09922215,0.12402558,x
89,k-,4.551,0.186,0.474,0.369,0.351,-0.0177114,0.09023648,x
90,k-,6.301,0.275,0.444,0.37,0.364,0.009840014,0.04860782,x
91,k-,2.393,0.081,0.617,0.234,0.366,-0.002625807,0.0131911235,z
92,k-,2.38,0.086,0.58,0.303,0.401,0.02311921,0.024304228,z
93,k-,2.385,0.091,0.553,0.373,0.429,0.027127163,0.015252755,z
94,k-,2.32,0.091,0.536,0.448,0.45,0.047876377,0.017364271,z
95,k-,2.294,0.091,0.534,0.523,0.463,0.05916329,0.022632131,z
96,k-,2.325,0.092,0.53,0.591,0.479,0.0778047,0.035268124,z
97,k-,2.329,0.094,0.513,0.662,0.493,0.06601755,0.042647082,z
98,k-,2.467,0.102,0.478,0.342,0.111,0.011350134,0.01951652,phT
99,k-,2.452,0.098,0.516,0.348,0.21,0.017643355,0.029663516,phT
100,k-,2.457,0.094,0.545,0.351,0.29,0.007997188,0.016948096,phT
101,k-,2.361,0.086,0.576,0.354,0.37,0.03419663,0.026542788,phT
102,k-,2.293,0.081,0.604,0.352,0.489,0.01431156,0.024471914,phT
103,k-,2.275,0.076,0.636,0.372,0.673,0.13393041,0.09487899,phT
104,k-,2.24,0.07,0.678,0.429,0.955,0.018665256,0.08052995,phT
