,hadron,Q2,x,y,z,phT,Siv,tot_err,1D_dependence
81,k-,2.53,0.0252,0.34,0.41,0.54,-0.009576297,0.016506493,x
82,k-,3.87,0.03966,0.33,0.42,0.53,-0.00089520006,0.012165679,x
83,k-,6.13,0.06254,0.33,0.41,0.53,0.020837827,0.022589121,x
84,k-,9.68,0.09993,0.32,0.41,0.53,0.03647294,0.03456326,x
85,k-,15.8,0.1599,0.33,0.4,0.54,0.014243298,0.03429169,x
86,k-,31.4,0.2852,0.36,0.37,0.54,0.019737516,0.0521997,x
87,k-,3.65,0.51,0.026,0.2248,0.51,-0.0505424,0.15963198,z
88,k-,3.51,0.46,0.028,0.2743,0.53,-0.024720296,0.1515189,z
89,k-,3.49,0.43,0.03,0.3242,0.54,0.0033756227,0.14864011,z
90,k-,3.35,0.4,0.032,0.3742,0.56,0.03905692,0.15795256,z
91,k-,3.13,0.35,0.034,0.4454,0.56,0.077037066,0.17188679,z
92,k-,2.85,0.29,0.037,0.5641,0.57,0.07920982,0.21481776,z
93,k-,2.68,0.25,0.04,0.7111,0.6,0.044856586,0.5167877,z
94,k-,2.45,0.23,0.039,0.8679,0.55,0.40839207,1.2192342,z
95,k-,3.27,0.032,0.39,0.38,0.154,0.00067552715,0.0063160607,phT
96,k-,3.27,0.032,0.4,0.37,0.2516,0.0009970994,0.010017509,phT
97,k-,3.29,0.031,0.4,0.37,0.3501,0.009548778,0.013754493,phT
98,k-,3.34,0.032,0.4,0.37,0.4491,0.0017175773,0.017899115,phT
99,k-,3.35,0.032,0.4,0.38,0.5485,0.0023257465,0.022586783,phT
100,k-,3.3,0.031,0.41,0.38,0.6699,0.01889457,0.027448187,phT
101,k-,3.3,0.031,0.41,0.39,0.8183,0.023781357,0.034826476,phT
102,k-,3.34,0.03,0.42,0.4,1.052,0.05445147,0.05939383,phT
103,k-,3.5,0.028,0.47,0.41,1.57,0.051901482,0.07125347,phT
