x,y,z,phT,Q2,Asym,dAsym,hadron,1D_dependence,HERMESp
0.08510638,0.132142857,0.395652174,0.577952756,2.275862069,0.046910112,0.01348315,pi-,phT,
0.07446809,0.142857143,0.452173913,0.8,2.172413793,0.02247191,0.01264045,pi-,phT,
0.018061622,0.461176471,0.404255319,0.41369863,1.379310345,-0.090751445,0.01820809,k+,x,
0.120526094,0.432941176,0.408510638,0.397260274,2.379310345,-0.075144509,0.01560694,k+,x,
0.91087642,0.437647059,0.408510638,0.347945205,4.413793103,-0.035260116,0.02080925,k+,x,
0.095744681,0.371621622,0.417021277,0.389041096,1.862068966,-0.090751445,0.01820809,k+,y,
0.091489362,0.517567568,0.408510638,0.405479452,2.482758621,-0.068208092,0.01473988,k+,y,
0.082978723,0.647297297,0.370212766,0.421917808,2.862068966,-0.047398844,0.03208092,k+,y,
0.091489362,0.456470588,0.348091603,0.380821918,2.206896552,-0.03699422,0.01560694,k+,z,
0.095744681,0.437647059,0.447328244,0.41369863,2.172413793,-0.082080925,0.01820809,k+,z,
0.093617021,0.414117647,0.548091603,0.421917808,2.034482759,-0.158381503,0.0234104,k+,z,
0.10212766,0.432941176,0.395744681,0.275294118,2.310344828,-0.035260116,0.01647399,k+,phT,
0.093617021,0.442352941,0.408510638,0.421176471,2.206896552,-0.090751445,0.01907514,k+,phT,
0.080851064,0.461176471,0.421276596,0.585882353,2,-0.116763006,0.02254335,k+,phT,
0.01750827,0.461176471,0.404255319,0.41369863,1.379310345,-0.104069767,0.02354651,k-,x,
0.116833549,0.432941176,0.408510638,0.397260274,2.379310345,-0.079651163,0.0244186,k-,x,
0.882969996,0.437647059,0.408510638,0.347945205,4.413793103,-0.093604651,0.03924419,k-,x,
0.095744681,0.375757576,0.417021277,0.389041096,1.862068966,-0.105813953,0.02790698,k-,y,
0.091489362,0.517171717,0.408510638,0.405479452,2.482758621,-0.105813953,0.02354651,k-,y,
0.082978723,0.646464646,0.370212766,0.421917808,2.862068966,-0.015116279,0.0375,k-,y,
0.091489362,0.45647059,0.346564885,0.380821918,2.206896552,-0.084883721,0.02703488,k-,z,
0.095744681,0.43764706,0.445801527,0.41369863,2.172413793,-0.095348837,0.02790698,k-,z,
0.093617021,0.41411765,0.546564885,0.421917808,2.034482759,-0.125,0.04186047,k-,z,
0.10212766,0.432941176,0.395744681,0.277647059,2.310344828,-0.076162791,0.02093023,k-,phT,
0.093617021,0.442352941,0.408510638,0.421176471,2.206896552,-0.118023256,0.02965116,k-,phT,
0.080851064,0.461176471,0.421276596,0.588235294,2,-0.088372093,0.03401163,k-,phT,
